node_id,position_x,position_y,speed,direction,acceleration,packet_sent,packet_received,packet_drop_ratio,latency,message_retransmission_count,signal_strength,trust_score,neighbor_trust_score_avg,historical_trust_score,false_packet_injection,blackhole_attack_attempts,sybil_attack_attempts,denial_of_service,is_malicious
14,212.33911067827614,635.323346708321,9.979697994626743,168.67690192493,-1.081336265706602,417,471,0.12949640287769784,31.592679211853483,6,-46.279248111221406,0.9003025371841313,0.8186663789934525,0.7627151574793003,37,1,1,2,0
15,181.82496720710063,196.48696695621115,15.096282502546291,312.2443816927605,-0.9480851682720903,242,279,0.15289256198347106,93.6613660167369,6,-53.406782994300734,0.07690225163483966,0.12123898347439604,0.19996407979659073,28,1,0,2,1
16,183.4045098534338,211.7458620524195,0.42238989848672026,305.5508880007836,2.3975112987725744,51,212,3.156862745098039,64.12367900800785,7,-56.14033506655161,0.13144386805974007,0.13000419924646917,0.2587917744302294,13,2,1,1,0
17,304.24224295953775,41.49732550990637,0.20872761909873638,184.14704068663454,1.450877455599091,251,331,0.3187250996015936,98.02425034873167,6,-73.98300659600145,0.2608529359715447,0.3128286820314383,0.16482934288250695,42,0,0,3,1
18,524.7564316322379,322.0675351957297,7.2037986135455965,254.40757504579565,2.833097809122247,403,395,0.019851116625310174,75.58949200902963,7,-55.89484060594494,0.7036744728524127,0.6558605360546714,0.8454731965043221,39,3,0,0,0
19,431.94501864211577,559.7446613336749,3.024215914172558,69.39072374857642,0.594429062011443,81,380,3.691358024691358,11.442902825901506,2,-92.77089888626891,0.18336467277358992,0.16238674390597968,0.16710451734998263,22,0,2,3,1
20,291.22914019804193,857.9349139973287,7.806341038072608,247.822813773687,-1.5497176074520922,138,309,1.2391304347826086,85.37063803057275,2,-71.33093182050894,0.2200800990865227,0.22518038994958453,0.344406012304607,24,2,1,3,1
21,611.8528947223795,666.9274474586807,5.311298835851922,98.05844853478422,-1.0340698204701428,251,234,0.06772908366533864,15.639973730268862,7,-86.81541020459638,0.38186355954836726,0.3060103904942916,0.34108696778798464,40,4,0,4,0
22,139.49386065204183,435.39632339975145,0.8556007451594472,299.54235483149426,-1.0809844602481975,488,118,0.7581967213114754,69.52756297165709,8,-62.370251077543394,0.611636357304159,0.6820038312745367,0.4684414674261502,37,4,0,0,0
23,292.14464853521815,953.1201143941378,27.279124392181483,30.14068791920757,-1.0410340340204904,227,322,0.4185022026431718,50.54033749291306,9,-81.65683685696936,0.9763093647956137,1.0746168693460878,1.0648155109372999,27,2,2,2,0
24,366.3618432936917,719.2452005758319,0.24669394166674574,278.3299222386999,1.0377850386708936,242,454,0.8760330578512396,71.06477580630391,3,-64.58456247191738,0.7838946939079172,0.7674122076663298,0.899638061290369,34,4,2,3,0
25,456.06998421703594,930.16520286255,22.08246433011256,35.97728636470303,0.18484756854249706,209,438,1.0956937799043063,76.73396373415164,7,-45.587247774707,0.5583035167299095,0.53366680163287,0.45714611299247654,29,4,2,4,0
26,785.1759613930136,527.5879732721656,4.564436607585495,317.22812528195124,-0.6874549314801341,342,314,0.08187134502923976,80.5628559299183,0,-69.6205113809895,0.049386217414897016,0.06820234147498472,0.06558049873906024,26,1,2,2,1
27,199.67378215835973,258.9042747931396,27.366888659988,109.51362652860134,-2.1054613876277006,253,188,0.25691699604743085,83.66303313687578,1,-84.68899358994405,0.5168399137804304,0.5545736498995842,0.6163073900571875,7,1,2,4,0
28,514.2344384136117,52.826686364721986,26.783878187696573,235.5816113390069,-2.8671650223471246,290,392,0.35172413793103446,84.87522763341474,9,-84.39128278654722,0.20408518963322542,0.2778004721140511,0.19254891860321102,47,1,1,3,1
29,592.4145688620424,726.0848514838505,19.61703439107772,175.50082030330074,-1.6869919344738444,164,159,0.03048780487804878,41.84486822571955,9,-36.562188626135004,0.300069050659736,0.2746472513286488,0.3865788120758762,18,2,0,3,0
30,46.45041271999772,121.30299800553412,20.167024494018154,131.86913229444204,-2.3551715761879124,259,277,0.0694980694980695,89.03357914702855,9,-45.33666647625388,0.2508606874727689,0.3038261422824777,0.2922886746504132,0,4,1,3,1
31,607.5448519014384,302.77512827196716,0.1601742590906563,232.35905994605872,1.7126701851134367,271,169,0.3763837638376384,72.23844510101307,8,-97.43991326590846,0.3474481254036219,0.29546426625999694,0.41366725395464227,44,0,2,0,0
32,170.52412368729154,532.4709078838974,29.54614698340806,341.10827299844567,-2.3250122531166877,446,418,0.06278026905829596,84.05812221041396,1,-34.009403421914,0.06225978056286907,0.09834937776336042,0.18790453890139433,43,3,0,0,1
33,65.05159298527951,564.4165877797477,26.33497810727443,14.85710905486387,1.3453694238410172,231,218,0.05627705627705628,98.9299439335954,1,-92.12043689496186,0.576837805044646,0.57018684910843,0.5518848115444147,19,4,1,3,0
34,948.8855372533333,600.583196987136,26.85318677190276,330.78702811791754,-0.6860478613435044,308,120,0.6103896103896104,12.525059471122537,7,-54.294033034456156,0.04575304459023222,0.07808915549978845,0.12704551285250873,29,2,2,0,1
35,965.6320330745593,166.25533034970064,19.777336111526157,219.26939580756488,-2.559729661537344,475,85,0.8210526315789474,37.6873900708554,4,-61.39478428957844,0.6605835423911273,0.6365450695284791,0.7243886045647179,28,1,1,4,0
36,808.3973481164611,379.73740482164874,10.343607859636096,290.63314827685883,1.8763802965895149,89,255,1.8651685393258426,80.84815504992025,4,-96.73290065151055,0.7308023317788476,0.6896701978461159,0.712499031747451,7,3,1,4,0
37,304.6137691733707,617.1942271169667,26.809459472714423,138.19498323633994,0.4777834214196801,379,363,0.04221635883905013,9.544043668229536,5,-79.33787073098857,0.48606404151400173,0.483262071153311,0.45041622149477534,13,3,2,1,0
38,97.67211400638386,969.8188646337848,8.745507844535771,169.86347094154095,-1.5854309228185617,371,356,0.04043126684636118,54.53732548177356,7,-45.690247748956175,0.781257114218247,0.8602776571628816,0.8956635143728884,37,3,0,2,0
39,684.2330265121569,727.6311376996887,16.881346300266085,312.786270648419,2.368087045996008,109,194,0.7798165137614679,85.98139793388494,7,-78.51841116763825,0.9673906990494845,1.0023611080703843,0.8788125488511198,2,0,2,4,0
40,440.1524937396013,922.6037570939578,2.991929170316472,149.3452691315363,-2.728450116776691,60,65,0.08333333333333333,2.880135057608414,8,-66.37673243336707,0.34005261083145755,0.36238406879139096,0.2856047424979089,2,1,2,2,0
41,122.03823484477883,762.212058314177,27.658668903982505,192.4774440296706,-1.7890823508134226,169,359,1.1242603550295858,94.01237095734817,9,-51.143462024492315,0.618906924126166,0.6628799689807003,0.761251526097834,13,1,1,1,0
42,495.17691011127016,591.7169688924005,4.2231137331364,7.270172310359846,1.5122815668351661,434,58,0.8663594470046083,97.83633756655567,2,-94.98990092889272,0.3237317430568837,0.36955407856020994,0.2569414800886387,20,1,0,1,0
43,34.388521115218396,192.02336913634454,6.7469041719122185,57.095282101695226,1.2562675818593352,459,109,0.7625272331154684,32.90581204111557,8,-41.71760005571431,0.4433855850288695,0.4023343987934698,0.5551285145549597,34,1,2,2,0
44,909.3204020787821,666.6856518925131,16.74402474384645,231.0071428709279,-1.2643698376531318,91,451,3.956043956043956,76.91232794761507,2,-97.08931741248804,0.020825523039357363,-0.032626951131243365,-0.017746141775296084,43,4,0,3,1
45,258.7799816000169,623.379565959907,22.922790006389448,258.11168438299575,-2.6278507478833015,239,387,0.6192468619246861,13.590434163780694,0,-81.63287860755756,0.07434988155754207,0.07617625491612438,0.08971097073618345,43,3,1,2,1
46,662.522284353982,602.4691704572665,18.58053917808897,209.73633724241978,2.148468433349663,172,198,0.1511627906976744,77.51356278219032,4,-46.58529140599172,0.797528729527409,0.7270960624902549,0.7670314059058199,48,3,2,4,0
47,311.71107608941094,489.78586798824074,6.964017384004685,51.591613059219846,-1.1178141715805845,238,62,0.7394957983193278,48.67064640256651,6,-36.16873938120874,0.13990778115764857,0.13485590927373686,0.05629830978152073,42,3,0,2,1
48,520.0680211778108,528.6566039892756,0.028291275824710027,160.34595428802055,-1.8257195104304087,301,122,0.5946843853820598,86.16703477429301,2,-46.77593993595775,0.6991514276722666,0.7377604807311612,0.7564831862572047,40,2,0,4,0
49,546.7102793432797,334.44252711810407,22.714517409223177,127.83411589074834,0.09637093416586229,141,141,0.0,22.04803630034388,8,-84.11004488411314,0.7088670325777829,0.610349065453347,0.8488500928847831,26,1,1,4,0
50,184.85445552552704,519.3126926423032,29.55621977733281,178.4380838526318,2.461363195694684,262,408,0.5572519083969466,67.59313737098171,0,-30.999332545355387,0.9962259659715483,0.9184554569456932,1.1140692401126095,27,4,0,4,0
51,969.5846277645586,197.55590567847824,24.297393609182713,313.31845243947396,-2.738720532939748,367,238,0.35149863760217986,78.82579826716922,5,-71.06660407642005,0.6955960060287876,0.7880267498416242,0.8411790121500549,27,4,0,3,0
52,775.1328233611146,805.1743973603768,13.80619854469846,279.31011791711467,1.5948245281853266,251,426,0.6972111553784861,21.04673425998044,5,-73.64841522759168,0.12874568927064367,0.2143340830288713,0.1860837876845134,4,2,0,3,0
53,939.4989415641891,185.7769546987078,27.113017841973196,30.23622050009722,0.4348393676322537,317,419,0.3217665615141956,82.01044047941232,7,-39.43351503162993,0.6265416529444576,0.6101249544141611,0.4868851244386153,42,2,2,1,0
54,894.8273504276489,84.96628988946642,12.295430193550501,320.51131119884315,-0.4473053006890986,204,223,0.09313725490196079,95.84056459324505,2,-95.36537165040355,0.5241428203430285,0.5421493835558479,0.540363769612832,38,3,2,0,0
55,597.8999788110851,436.24602635715735,15.748022527304027,169.8361744139365,1.46448266463036,244,293,0.20081967213114754,61.991781392142464,4,-61.0742999819133,0.9173907575248961,0.8484492448136234,0.9541453455183417,9,3,1,3,0
56,921.8742350231169,658.3074395060619,14.313893021870497,267.7903721589594,2.7949465466497934,77,276,2.5844155844155843,78.7001912622645,9,-32.40619035068549,0.6901500662855947,0.6563524640396937,0.5761932028429084,8,3,1,3,0
57,88.4925020519195,437.7168249335414,13.428716179965749,50.41412325516677,-1.6247627330238539,243,147,0.3950617283950617,53.72580207660492,4,-92.99087648715383,0.5184786016660874,0.5770650373738062,0.617006683252163,19,3,2,1,0
58,195.9828624191452,276.7541319513086,23.255723078817173,241.4590292545373,-2.1381158095672825,461,477,0.03470715835140998,60.212232738567444,7,-62.1405664222232,0.6242138922214201,0.6954072071289491,0.6932380951143833,28,3,0,1,0
59,45.227288910538064,558.1711838904407,15.80306721808476,85.07736633940485,2.4772904713361825,272,257,0.05514705882352941,2.3218910180422454,6,-90.72803680941857,0.4434599526654799,0.42451838604825853,0.4279886754172765,46,1,2,1,0
60,325.3303307632643,347.00233541219995,9.501513660756482,157.81712297073534,1.013718464743822,156,38,0.7564102564102564,52.904439416766685,2,-37.70154255739717,0.5084072893807,0.47061782757603543,0.44600571413007856,28,4,1,2,0
61,388.677289689482,932.8676901266331,7.74474502975435,6.070633229557587,-0.37208387062820414,198,436,1.202020202020202,57.980811232579974,6,-58.85761293851692,0.7223449636975477,0.7586813433609683,0.6388867111629843,27,1,1,4,0
62,271.3490317738959,922.645139603572,1.1324195090230016,54.57982965497137,0.43955742158569855,184,228,0.2391304347826087,67.33470703077326,9,-83.57776313306701,0.07834627242715597,0.12192690378712973,0.21768032528333134,10,4,2,3,1
63,828.7375091519293,502.37181997209547,17.49585485649138,33.14897752450312,1.4736834310574647,144,306,1.125,17.769670274436177,7,-78.50698907483125,0.6153355753465969,0.7120969809782359,0.7059582443492249,20,0,1,4,0
64,356.75332669358926,327.88399401825853,6.898842462031026,86.30790225777304,1.6381913922343028,319,158,0.5047021943573667,24.89605197612416,4,-63.83583186978332,0.08821746794519436,0.12768322955442693,0.146232740586757,34,0,1,0,1
65,280.93450968738074,737.1324139566391,4.444017660491493,36.006512408756016,2.5193650849137876,472,331,0.298728813559322,75.84445853753401,4,-49.225632582857486,0.8550767859520608,0.8031097854392569,0.9895908410523336,22,0,1,1,0
66,542.6960831582485,36.71294348306664,19.61489891483033,249.08760958304228,-0.43894326662626426,423,91,0.7848699763593381,17.5962431827092,0,-65.8754052725451,0.9424633806659213,0.8544602971658461,0.8535148334854765,28,4,1,0,0
67,140.92422497476264,474.76900604365125,20.436277734646467,10.454364795318973,-1.23953453988363,175,31,0.8228571428571428,42.186581166189946,7,-86.75138393190713,0.7802025519094672,0.7317235928168465,0.8874850136166231,14,2,1,1,0
68,802.1969807540397,336.32339427033355,22.56464676772998,222.38658022499928,0.8379856007390512,408,389,0.04656862745098039,25.798531679900663,5,-50.43081482133957,0.7180317221732379,0.6633622469925798,0.7430655467927938,16,1,0,1,0
69,74.55064367977083,920.5358851025546,15.107306890157744,50.65481909720673,-0.5056326043228179,378,360,0.047619047619047616,54.973226258553574,5,-91.71453882451716,0.9437473365149652,0.8623141928318677,1.073662155581612,23,2,2,0,0
70,986.8869366005173,12.003027272682543,26.8216381561166,340.2581245840429,0.5675907236938675,367,386,0.051771117166212535,98.70021723433943,4,-43.34148906844674,0.21852831477646306,0.20740583083637804,0.2667113083898935,34,4,1,4,1
71,772.2447692966574,552.8148757183491,28.090282601946836,335.91386631954754,-0.4800852092642991,61,201,2.2950819672131146,85.35175187015103,4,-72.30799181664197,0.22883294558177336,0.18646077025665392,0.3012929381793076,19,3,1,0,1
72,198.7156815341724,740.663581066626,24.221128193774682,81.18111690754654,-2.082025279930953,343,274,0.20116618075801748,27.67795965619742,2,-54.310259031616056,0.4810153654187581,0.5660334789328468,0.3976925017233238,35,2,1,2,0
73,5.522117123602399,485.01798752404125,19.06780446024562,221.1916673602906,-0.1834394900462497,491,117,0.7617107942973523,37.49256924726582,2,-75.87098923111562,0.007463019032974194,-0.011755031225875887,-0.039038176688997214,10,4,2,3,1
74,815.4614284548342,85.40303016272166,9.11162860773566,10.081915010085037,1.1455069316461968,489,413,0.1554192229038855,91.94472466728611,1,-53.1648527914666,0.9650698911104829,1.0403932133182134,0.9057615843437578,29,0,2,3,0
75,706.8573438476171,972.4613900279022,29.488347648606634,335.4438754984227,1.7957028460058986,344,112,0.6744186046511628,89.93120226311912,8,-37.756916203039836,0.032252448759601315,-0.006401139165587114,0.09049623364074619,38,3,2,4,1
76,729.0071680409873,518.0104313760979,8.22408501575815,188.2754309490155,-0.04004233922071876,391,34,0.9130434782608695,16.892275806416674,7,-50.90170111014246,0.5961119735434631,0.6624100919608762,0.5694640042421283,19,0,1,4,0
77,771.2703466859457,614.1862443190114,6.079707659712932,15.560334510400438,-2.0085726587375943,53,378,6.132075471698113,83.09784204369882,2,-53.00137107599875,0.35397389804473844,0.34487680875756466,0.46196728279846644,21,2,1,4,0
78,74.04465173409037,236.60978270750732,13.264623413597484,123.29999748292946,-0.5118737421034103,353,68,0.8073654390934845,30.463182573957727,4,-46.98124316262295,0.10296594582245111,0.009437585581164823,0.016740401401529936,23,2,2,0,1
79,358.4657285442726,483.4980851068038,1.7052171213716538,27.665806270044314,1.7177635730501892,440,413,0.06136363636363636,54.836512772508684,9,-64.98515925954956,0.024614935978468422,0.022005622006395137,0.11331519924610431,13,1,0,0,0
80,115.86905952512971,429.14949195832185,29.354833940153725,141.45999817440955,-0.522844376297563,365,351,0.038356164383561646,1.5047405397296143,4,-84.57951306539007,0.2624185456984893,0.20777218335570846,0.3563913741776211,35,1,0,0,1
81,863.1034258755935,74.89584200198374,17.653006692492745,241.1734831780763,1.1791847616253337,217,330,0.5207373271889401,99.86042889871935,7,-42.91345649166274,0.10668403490895306,0.06817246836451782,0.14504763210764648,12,4,2,1,1
82,623.2981268275579,106.16035354746722,16.708562749925257,169.16036689491824,0.04328209006853889,57,104,0.8245614035087719,76.3485504951964,5,-54.606260221990205,0.940328581976468,0.9772000624485446,0.8348216250958014,0,2,1,0,0
83,330.8980248526492,837.4725196187745,19.673888396991597,138.1399828990036,-1.5526612493436198,173,130,0.24855491329479767,24.931572929973726,6,-78.03253836206154,0.2447612877152916,0.2506622190211486,0.19277699285288208,49,0,1,3,1
84,63.55835028602363,239.81995220659024,14.9107094333162,42.89653639456733,1.776903048138446,421,170,0.5961995249406176,68.69569451976697,4,-80.68908825208088,0.09413193018564925,0.1718544300783325,0.06345439759011468,26,1,0,3,1
85,310.9823217156622,194.95827149863055,0.9619055128362475,88.17805644971628,-2.4947192755758776,363,122,0.6639118457300276,30.037428919524512,0,-65.00497491276168,0.7696820347037485,0.8568729661029637,0.7593167298902165,12,0,1,1,0
86,325.183322026747,504.91145125013924,18.369338665211902,36.051583585806405,0.1493416965309038,234,148,0.36752136752136755,9.856125584615638,7,-85.48860426984795,0.41425209304157085,0.4524435690596262,0.4852818854014287,34,4,2,0,0
87,729.6061783380641,768.747131362513,21.48521630869292,290.69954339639787,-1.7466537945395704,84,317,2.7738095238095237,43.1056856803459,3,-38.52328174887439,0.8436660070830773,0.9163730897580251,0.7951777854892742,7,0,1,0,0
88,637.5574713552131,61.94651857898792,12.502471818721595,48.68633807450012,-2.5976062287517463,122,138,0.13114754098360656,61.75816738192087,4,-44.79987104419602,0.8384309686224799,0.7774458470274428,0.6938962968990011,17,0,1,2,0
89,887.2127425763265,576.8079196382558,22.718867162135787,214.33441195760167,0.0176036224994931,420,72,0.8285714285714286,9.887968362896752,0,-78.41795242821902,0.9923807524150745,0.9082356480089635,1.1022043618067046,33,3,2,2,0
90,472.2149251619493,119.21044284057336,6.810038980152618,123.38654889198452,-0.0026270643904586777,62,165,1.6612903225806452,52.32222355436533,2,-96.54175166768357,0.8038279316053402,0.7704217532835348,0.7835259635704139,5,4,0,3,0
91,119.5942459383017,36.46105082561846,6.638297731985521,81.35221847586605,1.241405410054325,88,359,3.0795454545454546,51.97155901210549,1,-96.36923373253784,0.21415184260312592,0.1792951018252698,0.14901774485450678,26,1,2,4,1
92,713.244787222995,52.74395216221739,4.842509630627219,230.20863821715736,1.468504158311429,133,246,0.849624060150376,63.235878820756604,1,-79.20161693615773,0.5864483879209305,0.6194668915090522,0.6822041404902163,17,3,1,3,0
93,760.7850486168975,834.1641082084413,11.159842793674855,164.52083137569863,1.366748932157381,70,472,5.742857142857143,25.21991821451591,0,-89.67448029915579,0.5262500786233664,0.594322030738702,0.6399036934028557,49,2,2,1,0
94,561.2771975694963,117.97248362806157,25.410361061672507,144.0523682224413,-0.5426476024994695,302,424,0.40397350993377484,3.043506841340768,5,-38.8667426453502,0.5081896293700727,0.46756609800140303,0.5775012821324668,8,2,2,0,0
95,770.967179954561,45.15136441229195,24.83736186447193,213.42672176119976,0.7901387233593753,352,185,0.4744318181818182,33.16089316583489,7,-70.54520301465818,0.29680744678577275,0.28176204691706874,0.25310223471039806,14,1,0,2,0
96,493.79559636439075,437.8998871429123,11.484726238905115,176.85634625640026,0.4616714558637618,307,68,0.7785016286644951,40.45953806004398,2,-75.63814548625528,0.21014083027681096,0.13113190239212696,0.12946594872237202,22,4,0,3,1
97,522.7328293819941,843.9934719420248,17.6735620794071,109.25431507856187,-0.47062946329848243,349,311,0.10888252148997135,63.93836441336224,0,-84.7470633361721,0.716894934746571,0.6994431227432667,0.7807348443697298,2,2,1,1,0
98,427.54101835854965,262.40837648930193,21.62448949424747,201.2620635954906,0.5832761651159593,79,357,3.518987341772152,93.08701436524989,9,-41.115928467495934,0.1017617298969562,0.044643470953500825,-0.031000455512623037,8,2,2,4,1
99,25.419126744095188,421.71261752591636,7.236203238840689,241.01948755825003,2.683487260237575,177,387,1.1864406779661016,21.135166755568267,1,-44.52730996198221,0.0496159960050222,0.026107072362416495,0.016931958299730723,21,2,1,3,1
100,107.89142699330445,39.922532563751226,5.044232576842412,9.60953709126754,-1.842637537911736,360,55,0.8472222222222222,69.04602924806565,2,-73.09714292848909,0.3812436315040959,0.3345130834739997,0.45888524404187875,49,4,2,0,0
101,31.42918568673425,449.0785141348759,29.16287979636933,167.71382240676314,2.4346325747131576,89,61,0.3146067415730337,10.642690027953714,5,-88.14495047613636,0.7439254752592964,0.8056713822160269,0.769447120730031,22,2,2,0,0
102,636.4104112637804,577.6130806371336,18.526719396288556,20.765982450075757,-2.6792669161008096,146,75,0.4863013698630137,19.871553799926893,2,-33.36082269172985,0.8685330047653967,0.7693455423036542,0.9386888587710118,19,1,0,2,0
103,314.35598107632666,570.9070537521447,29.442471655009918,67.10594906451999,-1.149664722590036,273,185,0.32234432234432236,51.404316645389564,8,-77.88980010633216,0.5401269262002246,0.5078685785498719,0.5620018189148651,6,1,2,1,0
104,508.5706911647028,332.42669217436514,10.132679613966873,201.78314426807032,-1.2711285083308306,141,273,0.9361702127659575,71.1293803368175,0,-46.02357946814046,0.8399324227014959,0.9337795507992127,0.761838663473239,16,1,0,4,0
105,907.5664739260931,315.5331806631355,21.090950999223946,311.8280094956091,0.7581906472854341,329,420,0.2765957446808511,85.99828505815293,6,-67.58653012574501,0.025291216567591812,0.06108975593925506,0.020255693611804598,2,3,2,4,1
106,249.29222914887495,106.6236189365979,6.678109096237131,317.81004450785457,-2.212650289336258,219,64,0.7077625570776256,74.64643976599012,9,-45.28478244969308,0.4553694785366438,0.5098029247878255,0.5372880980116812,6,1,1,1,0
107,410.38292303562974,366.7983206462684,7.836005138217388,25.17984364990726,2.2940856710385225,333,479,0.43843843843843844,2.519925899191315,7,-66.28735277228516,0.13338853684640606,0.20536328947754098,0.05250581927129706,12,0,1,2,0
108,755.5511385430486,99.49466887296465,15.35706363808872,150.8778310632144,1.9713084507902474,271,307,0.13284132841328414,68.70920126601635,8,-35.21081373061672,0.5827175204032217,0.5550863384190093,0.7216237192347809,40,2,2,0,0
109,228.79816549162246,766.5959447120516,9.588543765242136,209.88233388163846,0.9123949181116666,166,271,0.6325301204819277,82.64111266633036,7,-43.9703638170434,0.9209882494094404,0.8341771734596877,0.8318472239808202,40,1,0,4,0
110,76.979909828793,966.2742977481859,5.028646915217534,52.945165638123626,-0.24951700924681353,297,435,0.46464646464646464,53.02781426152467,4,-81.77976735938398,0.007190463265145941,-0.010671545474000621,-0.13854743455121685,22,4,0,1,1
111,289.75145291376805,970.0744566667069,7.88642105967978,275.5555980281178,2.597736252852471,410,407,0.007317073170731708,96.59427040567452,0,-69.87355573564119,0.6682210878849604,0.6987623762618523,0.7516423139986662,36,4,0,2,0
112,161.2212872540044,865.0710993753938,1.0724518339759392,267.924693037406,1.984479328323335,398,288,0.27638190954773867,1.4269298219394788,0,-92.95871355240337,0.7923497183459971,0.7665080343816497,0.9208705828206534,3,4,2,0,0
113,929.6976523425731,600.7921493396191,21.132708644324598,325.20276493444607,-0.004109111512530461,403,75,0.8138957816377171,82.04713711180608,7,-36.75700807811953,0.7444812735630405,0.7341437758102712,0.668474075758777,8,3,1,1,0
114,808.1203795644169,700.8656972438799,14.763499712575848,3.0549643500394863,1.2112401267258672,484,463,0.04338842975206612,34.147153460000254,6,-95.14925746295252,0.019769091198093003,0.08486988797632525,-0.08371396603584763,5,4,0,2,1
115,633.4037565104235,285.2058026804141,2.827291992135769,78.00632783604095,0.4015797130781076,455,266,0.4153846153846154,65.39452839204492,4,-98.72308742282681,0.1738835743538768,0.08113099929983693,0.09106219285251047,41,3,1,3,1
116,871.4605901877177,630.7704201726207,5.150819793854736,297.78721712831583,0.527653430329587,138,37,0.7318840579710145,69.65470754743147,9,-65.24968543505763,0.09439932257561257,0.06134352776723524,0.13275869175783153,17,2,0,1,0
117,803.6720768991145,455.64954943987743,3.07603614337932,241.40881829769674,-1.0141435833751724,127,289,1.2755905511811023,31.318652621348935,2,-57.78096254549413,0.08545419892897432,0.08313680450510927,0.10916036093038828,34,0,2,4,1
118,186.57005888603584,482.0173397769325,18.377784248276296,321.9803473314567,-0.22749237225061947,123,300,1.4390243902439024,99.54702548153726,8,-84.37499253851507,0.7301841326554536,0.690021539628833,0.7665881535755175,22,4,2,1,0
119,892.5589984899777,757.7765603751579,2.826310908374814,20.584675630895948,-2.5312714152615348,441,73,0.8344671201814059,11.221752778966946,3,-60.061564067750254,0.424789356068057,0.4139552259817285,0.27710959557934506,30,4,0,0,0
120,539.3422419156507,281.91835559725166,22.628469991056484,214.90702765791943,-0.8559078500124451,63,267,3.238095238095238,16.54587943169668,5,-37.310668322247956,0.724821419883509,0.7051742879290994,0.6219175447732801,19,3,1,1,0
121,807.4401551640625,318.03961169451986,0.6153275796117352,204.8567669617227,1.1749710921729122,94,196,1.0851063829787233,89.32697881985514,3,-56.1719395773058,0.3607524170196005,0.4455342056328321,0.28372382446604966,6,3,0,0,0
122,896.0912999234932,924.6417911286367,7.481273639876763,12.842789889791653,2.719296183037118,87,405,3.6551724137931036,12.79880776804231,8,-68.09814146212858,0.11704930828660676,0.11567381758123634,0.17617495406835265,11,0,0,2,0
